met	homogeneity	completeness	vmeasure	model	technique	homogeneity_rank	completeness_rank	vmeasure_rank
average	0.019701301821697933	0.0158709085856348	0.01757987803680111	diskwalificeren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	201	419	281
mcquitty	0.014801589404068066	0.02160010604192793	0.01756598953975998	diskwalificeren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	mds	373	179	266
ward.D2	0.01866540880724811	0.0165861445437008	0.01756445540780401	diskwalificeren.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	274	259	262
ward.D	0.019603047714880292	0.01590962741784332	0.01756427440244101	diskwalificeren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.30	268	281	275
mcquitty	0.019201477909450794	0.016181684621669447	0.01756271839903556	diskwalificeren.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	241	313	267
mcquitty	0.01818209227962088	0.01697781132828223	0.017559327563539374	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	267	285	268
ward.D	0.019037455873449738	0.01629368836438038	0.01755903353509297	diskwalificeren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	282	271	276
average	0.018317498595126894	0.016851428964425926	0.017553906121195208	diskwalificeren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.10	235	390	282
average	0.01749348142671075	0.017610973696334395	0.017552030942128066	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	258	366	283
average	0.009894269918655775	0.07685364679160263	0.01753150402744432	diskwalificeren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds	552	61	284
average	0.009894269918655775	0.07685364679160263	0.01753150402744432	diskwalificeren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	mds	553	62	285
single	0.009894269918655775	0.07685364679160263	0.01753150402744432	diskwalificeren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	415	475	395
mcquitty	0.019032210923961946	0.016246772044417535	0.017529529842741177	diskwalificeren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	246	311	269
ward.D	0.01951673064339805	0.0158805695722722	0.017511889150719558	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	269	284	277
ward.D	0.019337364978437542	0.015999591814872816	0.017510842727056122	diskwalificeren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	275	277	278
single	0.010260105439954873	0.05963097035322911	0.017507815879709798	diskwalificeren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	tsne.10	403	644	396
single	0.010260105439954873	0.05963097035322911	0.017507815879709798	diskwalificeren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	404	645	397
Mean of methods	0.018817471684761677	0.01906040753880849	0.017507202161177113	diskwalificeren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	124	706	185
ward.D	0.018757567756209025	0.016405048172214033	0.01750261148149896	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	294	268	279
complete	0.019111706317060415	0.016135024548409736	0.017497671018895156	diskwalificeren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	237	287	257
mcquitty	0.01575908939209311	0.01963785116396706	0.017485954836771487	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	mds	341	216	270
average	0.014716714828464749	0.021510331578154983	0.017476523597771527	diskwalificeren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds	340	283	286
mcquitty	0.01941484122549522	0.015882729708500434	0.017472062091445778	diskwalificeren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	236	323	271
complete	0.01968268088446595	0.015703618650853915	0.01746943414230676	diskwalificeren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	228	295	258
Mean of methods	0.017350756175878033	0.021986658612820446	0.017462534075758495	diskwalificeren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.10	170	571	186
ward.D2	0.019451697654197526	0.015821521852249356	0.017449808313810725	diskwalificeren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	252	281	263
mcquitty	0.015324350001623225	0.020249165513367293	0.017445860780156957	diskwalificeren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds	350	206	272
average	0.01819008608744511	0.016745112068190893	0.017437715893714997	diskwalificeren.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	241	394	287
ward.D2	0.01900199189993247	0.01610938898657117	0.017436538883228693	diskwalificeren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	258	271	264
average	0.01368103953317371	0.024015985329905547	0.017431807731243816	diskwalificeren.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	mds	386	246	288
ward.D	0.019158374166465264	0.015989487792836085	0.017431079604215655	diskwalificeren.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	279	279	280
complete	0.019428626954765355	0.01580277534903594	0.0174291232837618	diskwalificeren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	231	293	259
Mean of methods	0.01786697514270537	0.027414916480042857	0.017427859560403693	diskwalificeren.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	147	372	187
Mean of methods	0.016099871906561293	0.026331425721144924	0.017425858208286762	diskwalificeren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	229	402	188
ward.D2	0.0184109328000973	0.016534941577173085	0.017422582989016454	diskwalificeren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	281	260	265
Mean of methods	0.016942529434174885	0.02049053797313786	0.01741790116255745	diskwalificeren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	193	635	189
Mean of methods	0.016942529434174885	0.02049053797313786	0.01741790116255745	diskwalificeren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	194	636	190
Mean of methods	0.017799514071519435	0.027197162855842116	0.01741586610901885	diskwalificeren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	149	379	191
Mean of methods	0.0160432389991336	0.03923174856300441	0.017414974383085705	diskwalificeren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	232	159	192
mcquitty	0.013413191160727495	0.02479781730452786	0.017409530773147348	diskwalificeren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds	425	132	273
average	0.019523712707947647	0.01570598342279964	0.017407990520525902	diskwalificeren.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	208	426	289
complete	0.017975672158782787	0.016874710187624813	0.017407800872433387	diskwalificeren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	267	265	260
ward.D2	0.01899592605037235	0.01604541772725518	0.01739645434424657	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	260	275	266
ward.D2	0.01868084739441508	0.01627635349549491	0.01739590516668955	diskwalificeren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.50	271	267	267
ward.D2	0.017494287536033364	0.017298400970002476	0.01739579282183512	diskwalificeren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds	309	245	268
Mean of methods	0.018027399908755327	0.022005007427576023	0.01739560582041242	diskwalificeren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	142	570	193
Mean of methods	0.01784595379590779	0.020952504946616286	0.017386291104401652	diskwalificeren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	tsne.10	148	615	194
median	0.016476924284258183	0.018387175423451512	0.017379717233116296	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds	14	13	13
single	0.009441428425899323	0.10897006546553827	0.01737725012745302	diskwalificeren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	mds	432	269	398
single	0.009441428425899323	0.10897006546553827	0.01737725012745302	diskwalificeren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	mds	433	270	399
single	0.009441428425899323	0.10897006546553827	0.01737725012745302	diskwalificeren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	mds	434	271	400
ward.D2	0.009441428425899323	0.10897006546553827	0.01737725012745302	diskwalificeren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	mds	644	1	269
average	0.009441428425899323	0.10897006546553827	0.01737725012745302	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	mds	573	35	290
average	0.009441428425899323	0.10897006546553827	0.01737725012745302	diskwalificeren.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	mds	574	36	291
single	0.009441428425899323	0.10897006546553827	0.01737725012745302	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	435	272	401
single	0.009441428425899323	0.10897006546553827	0.01737725012745302	diskwalificeren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	436	273	402
single	0.009441428425899323	0.10897006546553827	0.01737725012745302	diskwalificeren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	437	274	403
single	0.009441428425899323	0.10897006546553827	0.01737725012745302	diskwalificeren.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	438	275	404
single	0.009441428425899323	0.10897006546553827	0.01737725012745302	diskwalificeren.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	439	276	405
single	0.009441428425899323	0.10897006546553827	0.01737725012745302	diskwalificeren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	440	277	406
single	0.009441428425899323	0.10897006546553827	0.01737725012745302	diskwalificeren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	441	278	407
complete	0.01823647183329293	0.01658451048383584	0.017371305355659023	diskwalificeren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.20	257	275	261
complete	0.019161903328092478	0.015878207071852318	0.01736619351146495	diskwalificeren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	236	291	262
mcquitty	0.01675196797337262	0.018011760418992353	0.01735903757373095	diskwalificeren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	mds	310	252	274
complete	0.010195107572371678	0.05828772788397337	0.017354703611974307	diskwalificeren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds	565	16	263
single	0.010195107572371678	0.05828772788397337	0.017354703611974307	diskwalificeren.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	407	648	408
single	0.010195107572371678	0.05828772788397337	0.017354703611974307	diskwalificeren.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	408	649	409
complete	0.018651201886155218	0.016225776494789634	0.01735415435697815	diskwalificeren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	247	282	264
mcquitty	0.01929377381691035	0.015764896731586042	0.01735173336738038	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	239	331	275
Mean of methods	0.01815931906601875	0.01841409864034097	0.01734334557945862	diskwalificeren.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	138	739	195
centroid	0.01575757101430126	0.01928222220829104	0.017342624360281788	diskwalificeren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	5	7	5
mcquitty	0.01829576173804789	0.016483701282863018	0.017342526021813052	diskwalificeren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	264	303	276
Mean of methods	0.014201137543236658	0.050266301087347046	0.01734239348829871	diskwalificeren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.10	361	71	196
ward.D	0.01892250085472214	0.015995787959667513	0.017336491656144936	diskwalificeren.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	289	278	281
mcquitty	0.01564381583538229	0.019412860971623404	0.0173257279091136	diskwalificeren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	mds	345	220	277
ward.D2	0.0187461983241606	0.016102471543574137	0.01732405433037637	diskwalificeren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	268	272	270
average	0.016038775569323253	0.018817085333442167	0.01731720294465247	diskwalificeren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	298	334	292
Mean of methods	0.018026931516088886	0.017815469520214178	0.017308513315307514	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	144	773	197
average	0.019342510557705205	0.015654076738327437	0.017303924066707575	diskwalificeren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	212	429	293
average	0.018169257264325805	0.016515887279469146	0.017303165887077983	diskwalificeren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	242	405	294
single	0.013029028755594195	0.02574294452919406	0.017301444115877807	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	261	937	410
Mean of methods	0.017325404619730388	0.028853213316545476	0.017299708170137	diskwalificeren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	172	341	198
ward.D	0.019495417938282224	0.015542276886813262	0.017295840102123653	diskwalificeren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	271	293	282
ward.D2	0.01867637485096351	0.01608722292261606	0.01728538038960593	diskwalificeren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	272	274	271
average	0.012107074054070828	0.030109101449129382	0.01726983160369452	diskwalificeren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	mds	448	183	295
Mean of methods	0.018138347446804804	0.01910086102187715	0.017264684013345376	diskwalificeren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	139	705	199
single	0.010141364623403345	0.05798046733150627	0.017263219246168644	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds	410	652	411
mcquitty	0.011074959711675528	0.03903097662492926	0.017254103015839642	diskwalificeren.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	mds	541	40	278
Mean of methods	0.01577218818176954	0.039440459493448564	0.017251489317180325	diskwalificeren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	247	155	200
Mean of methods	0.015905348467855917	0.03455399454438298	0.017249630757425825	diskwalificeren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	240	220	201
ward.D	0.019382948650615194	0.015538524035445514	0.017249124410816195	diskwalificeren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	274	294	283
Mean of methods	0.01739151460081235	0.027006068801991717	0.017246639000255175	diskwalificeren.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	166	384	202
Mean of methods	0.011866396954146851	0.07210345168984277	0.01724509985480707	diskwalificeren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	mds	592	16	203
ward.D	0.019448556551820657	0.015485682077032457	0.017242348792449916	diskwalificeren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	tsne.30	273	296	284
average	0.017676277636838184	0.016805122410028947	0.01722969537414198	diskwalificeren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	251	392	296
complete	0.009758267760385266	0.07342934606003586	0.017227161290396857	diskwalificeren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	mds	585	11	265
single	0.009758267760385266	0.07342934606003586	0.017227161290396857	diskwalificeren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	420	559	412
single	0.009758267760385266	0.07342934606003586	0.017227161290396857	diskwalificeren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	421	560	413
single	0.009758267760385266	0.07342934606003586	0.017227161290396857	diskwalificeren.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	tsne.10	422	561	414
single	0.009758267760385266	0.07342934606003586	0.017227161290396857	diskwalificeren.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	tsne.10	423	562	415
single	0.009758267760385266	0.07342934606003586	0.017227161290396857	diskwalificeren.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	424	563	416
single	0.009758267760385266	0.07342934606003586	0.017227161290396857	diskwalificeren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	425	564	417
single	0.009758267760385266	0.07342934606003586	0.017227161290396857	diskwalificeren.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	426	565	418
Mean of methods	0.015626164470425804	0.0475202854870019	0.017225797274782365	diskwalificeren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	mds	261	85	204
ward.D2	0.019156992679376886	0.01561852115546741	0.017207733973908186	diskwalificeren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.20	257	290	272
mcquitty	0.01878157546074546	0.015872265217829595	0.017204796991286332	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	255	324	279
Mean of methods	0.016953165778213673	0.031117206809073934	0.017200987894603652	diskwalificeren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	tsne.50	192	288	205
Mean of methods	0.016466884328509117	0.03160771997330392	0.01719301269069099	diskwalificeren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	210	282	206
Mean of methods	0.012514780155405861	0.06607296930978603	0.017189487577572538	diskwalificeren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	mds	520	25	207
ward.D	0.018005396251396973	0.016417883324219486	0.017175033785634328	diskwalificeren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	mds	308	267	285
ward.D2	0.018842244606394307	0.01576940959997229	0.017169423409207935	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.30	264	284	273
mcquitty	0.01895259179113834	0.015689834457541154	0.01716756358862993	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	249	334	280
mcquitty	0.019171957016087225	0.015519985001572102	0.017153752026277277	diskwalificeren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	243	339	281
ward.D2	0.01895767564426907	0.01565117359364094	0.017146474325149336	diskwalificeren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	261	289	274
complete	0.01888843623531373	0.015696950489917	0.017145440689918776	diskwalificeren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	241	296	266
ward.D2	0.01889417551056672	0.015673320692177386	0.017133695206301248	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	262	288	275
Mean of methods	0.017102549337119036	0.03309766575069458	0.017133336194970664	diskwalificeren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	184	247	208
ward.D2	0.018616066357941545	0.01586729538104932	0.017132124528373656	diskwalificeren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	277	280	276
Mean of methods	0.017475774816269288	0.027208100503813587	0.01713195557655065	diskwalificeren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	163	377	209
ward.D	0.018919589513006013	0.015650540941945287	0.01713050002307354	diskwalificeren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	290	287	286
complete	0.01881793904406184	0.01571263385177064	0.017125657714179905	diskwalificeren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	243	294	267
complete	0.01902961246906687	0.015546849070171087	0.017112827614514124	diskwalificeren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	238	301	268
Mean of methods	0.01610625257394546	0.028656715480117733	0.017111239633554008	diskwalificeren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	228	342	210
Mean of methods	0.01791729125226739	0.022276104660635666	0.017110427800812213	diskwalificeren.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	145	556	211
mcquitty	0.019009447308680646	0.01554035439131862	0.01710073768440769	diskwalificeren.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	247	337	282
mcquitty	0.018269043759715144	0.01607209760943543	0.01710029677702886	diskwalificeren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.30	265	315	283
mcquitty	0.018757336931702118	0.01570356387861832	0.017095144454931724	diskwalificeren.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	256	333	284
single	0.010017198071939864	0.05821921078160938	0.01709331941084598	diskwalificeren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	411	650	419
single	0.010017198071939864	0.05821921078160938	0.01709331941084598	diskwalificeren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	412	651	420
ward.D2	0.01920390407285523	0.015400364297933756	0.017093100509773973	diskwalificeren.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	256	294	277
mcquitty	0.018526440745336544	0.015851121945964605	0.017084682478279677	diskwalificeren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	261	326	285
